description,latitude,longitude,altitude
"Floresville, Texas",29.146743,-98.165173,130.0
"Flowella, Texas",27.219963,-98.064536,32.0
"Flower Mound, Texas",33.037891,-97.113381,192.0
"Floydada, Texas",33.983514,-101.336802,971.0
"Fluvanna, Texas",32.88322,-101.141469,811.0
"Follett, Texas",36.433973,-100.140767,795.0
"Forest Heights, Texas",30.235042,-93.761047,9.0
"Forest Hill, Texas",32.661936,-97.266235,204.0
"Forney, Texas",32.742601,-96.452883,138.0
"Forsan, Texas",32.110338,-101.366796,850.0
"Fort Bliss, Texas",31.839666,-106.374652,1199.0
"Fort Clark Springs, Texas",29.293821,-100.425481,340.0
"Fort Davis, Texas",30.578857,-103.894655,1508.0
"Fort Hancock, Texas",31.289272,-105.845064,1074.0
"Fort Hood, Texas",31.136873,-97.784923,287.0
"Fort Stockton, Texas",30.892574,-102.88421,910.0
"Fort Worth, Texas",32.781954,-97.348573,171.0
"Four Corners, Texas",29.670331,-95.660042,29.0
"Four Points, Texas",27.796407,-99.454823,220.0
"Fowlerton, Texas",28.452766,-98.809567,106.0
"Franklin, Texas",31.025014,-96.487494,137.0
"Frankston, Texas",32.057293,-95.504501,149.0
"Fredericksburg, Texas",30.26568,-98.875676,531.0
"Freeport, Texas",28.943296,-95.35607,1.0
"Freer, Texas",27.882178,-98.617385,159.0
"Fresno, Texas",29.537522,-95.468665,26.0
"Friendswood, Texas",29.507701,-95.200635,11.0
"Friona, Texas",34.639434,-102.723118,1229.0
"Frisco, Texas",33.155427,-96.822596,214.0
"Fritch, Texas",35.643066,-101.596432,973.0
"Fronton, Texas",26.425525,-99.07607,76.0
"Fronton Ranchettes, Texas",26.425267,-99.026933,66.0
"Frost, Texas",32.079251,-96.808597,157.0
"Fruitvale, Texas",32.6842,-95.803734,145.0
"Fulshear, Texas",29.692426,-95.886647,38.0
"Fulton, Texas",28.072445,-97.038927,11.0
"Gail, Texas",32.767314,-101.455827,800.0
"Gainesville, Texas",33.638647,-97.148413,234.0
"Galena Park, Texas",29.745165,-95.234576,10.0
"Gallatin, Texas",31.896854,-95.152062,111.0
"Galveston, Texas",29.186328,-94.965758,2.0
"Ganado, Texas",29.041704,-96.511029,21.0
"Garceno, Texas",26.412263,-98.940511,65.0
"Garciasville, Texas",26.319777,-98.699621,46.0
"Garden City, Texas",31.872766,-101.488384,817.0
"Garden Ridge, Texas",29.636465,-98.292472,275.0
"Gardendale, Texas",32.013458,-102.359617,898.0
"Garfield, Texas",30.203319,-97.561411,124.0
"Garland, Texas",32.909826,-96.630334,162.0
"Garner, Texas",32.827019,-97.984788,292.0
"Garrett, Texas",32.374072,-96.65252,169.0
"Garrison, Texas",31.826034,-94.493774,130.0
"Garwood, Texas",29.441463,-96.413409,48.0
"Gary City, Texas",32.027728,-94.3679,91.0
"Garza-Salinas II, Texas",26.351774,-98.759539,49.0
"Gatesville, Texas",31.438667,-97.746027,239.0
"Gause, Texas",30.787364,-96.722319,118.0
"George West, Texas",28.33,-98.118304,51.0
"Georgetown, Texas",30.668136,-97.698744,246.0
"Geronimo, Texas",29.672832,-97.968647,176.0
"Gholson, Texas",31.705571,-97.238008,142.0
"Giddings, Texas",30.183667,-96.928029,153.0
"Gilmer, Texas",32.732275,-94.945776,116.0
"Girard, Texas",33.3635,-100.659691,650.0
"Gladewater, Texas",32.542547,-94.947137,107.0
"Glazier, Texas",36.013681,-100.270188,797.0
"Glen Rose, Texas",32.246824,-97.748052,190.0
"Glenn Heights, Texas",32.5513,-96.854388,209.0
"Glidden, Texas",29.697296,-96.587452,73.0
"Godley, Texas",32.458882,-97.532908,293.0
"Goldsmith, Texas",31.983325,-102.616381,961.0
"Goldthwaite, Texas",31.450806,-98.57352,473.0
"Goliad, Texas",28.671131,-97.392595,66.0
"Golinda, Texas",31.367886,-97.071091,138.0
"Gonzales, Texas",29.512549,-97.447205,103.0
"Goodlow, Texas",32.108424,-96.215601,102.0
"Goodrich, Texas",30.609276,-94.946624,36.0
"Gordon, Texas",32.545546,-98.367183,302.0
"Goree, Texas",33.467965,-99.523621,444.0
"Gorman, Texas",32.213538,-98.672077,443.0
"Graford, Texas",32.937415,-98.247505,294.0
"Graham, Texas",33.100881,-98.577806,327.0
"Granbury, Texas",32.432805,-97.775149,217.0
"Grand Prairie, Texas",32.686108,-97.020804,160.0
"Grand Saline, Texas",32.678138,-95.711613,138.0
"Grandfalls, Texas",31.340494,-102.854463,742.0
"Grandview, Texas",32.268383,-97.178948,215.0
"Granger, Texas",30.718294,-97.441141,176.0
"Grangerland, Texas",30.253868,-95.33012,54.0
"Granite Shoals, Texas",30.588757,-98.367316,261.0
"Granjeno, Texas",26.137061,-98.303355,33.0
"Grape Creek, Texas",31.581676,-100.54737,607.0
"Grapeland, Texas",31.493976,-95.47753,151.0
"Grapevine, Texas",32.934969,-97.075912,195.0
"Grays Prairie, Texas",32.47342,-96.350229,136.0
"Green Valley Farms, Texas",26.120698,-97.564797,6.0
"Greenville, Texas",33.111939,-96.110256,170.0
"Gregory, Texas",27.923239,-97.290924,10.0
"Grey Forest, Texas",29.615672,-98.68325,347.0
"Groesbeck, Texas",31.525623,-96.528061,140.0
"Groom, Texas",35.207651,-101.105533,990.0
"Groves, Texas",29.945971,-93.916656,5.0
"Groveton, Texas",31.057019,-95.12637,102.0
"Gruver, Texas",36.260494,-101.407122,965.0
"Guadalupe Guerra, Texas",26.410816,-99.081881,64.0
"Guerra, Texas",26.882582,-98.894882,174.0
"Gun Barrel City, Texas",32.328248,-96.131762,116.0
"Gunter, Texas",33.416309,-96.820799,206.0
"Gustine, Texas",31.845689,-98.402529,363.0
"Guthrie, Texas",33.622594,-100.328433,542.0
"Gutierrez, Texas",26.340527,-98.63289,77.0
"H. Cuellar Estates, Texas",26.561135,-99.125787,96.0
"Hackberry, Texas",33.149748,-96.918313,168.0
"Hale Center, Texas",34.066107,-101.84626,1045.0
"Hallettsville, Texas",29.4431,-96.943548,67.0
"Hallsburg, Texas",31.536296,-96.945694,160.0
"Hallsville, Texas",32.499328,-94.567896,123.0
"Haltom City, Texas",32.817698,-97.271152,186.0
"Hamilton, Texas",31.700387,-98.119669,362.0
"Hamlin, Texas",32.889987,-100.1325,527.0
"Hamshire, Texas",29.854808,-94.320712,6.0
"Happy, Texas",34.741581,-101.857144,1097.0
"Hardin, Texas",30.149233,-94.737749,26.0
"Harding Gill Tract, Texas",26.428363,-98.015374,17.0
"Hargill, Texas",26.442289,-98.014559,22.0
"Harker Heights, Texas",31.056708,-97.644221,248.0
"Harlingen, Texas",26.191204,-97.697383,13.0
"Harper, Texas",30.2661,-99.272607,668.0
"Harrold, Texas",34.06757,-99.033091,374.0
"Hart, Texas",34.385754,-102.114988,1120.0
"Hartley, Texas",35.898194,-102.396562,1190.0
"Harwood, Texas",29.666569,-97.501292,140.0
"Haskell, Texas",33.159775,-99.732032,484.0
"Haslet, Texas",32.966518,-97.337825,217.0
"Havana, Texas",26.25219,-98.510974,55.0
"Hawk Cove, Texas",32.883973,-96.083273,145.0
"Hawkins, Texas",32.591384,-95.203306,123.0
"Hawley, Texas",32.606696,-99.810163,498.0
"Hays, Texas",30.121506,-97.872411,224.0
"Hearne, Texas",30.877062,-96.595217,93.0
"Heartland, Texas",32.67216,-96.455762,138.0
"Heath, Texas",32.853507,-96.463641,160.0
"Hebbronville, Texas",27.324984,-98.685665,183.0
"Hebron, Texas",33.046186,-96.887136,176.0
"Hedley, Texas",34.867384,-100.65905,798.0
"Hedwig Village, Texas",29.779867,-95.519203,22.0
"Heidelberg, Texas",26.182783,-97.885899,18.0
"Helotes, Texas",29.57797,-98.68054,347.0
"Hemphill, Texas",31.3433,-93.851913,91.0
"Hempstead, Texas",30.100601,-96.07773,78.0
"Henderson, Texas",32.157256,-94.795898,152.0
"Henrietta, Texas",33.814307,-98.192773,281.0
"Hereford, Texas",34.822603,-102.400159,1165.0
"Hermleigh, Texas",32.640775,-100.750485,739.0
"Hewitt, Texas",31.451248,-97.193315,194.0
"Hickory Creek, Texas",33.110852,-97.034729,164.0
"Hico, Texas",31.98511,-98.028405,324.0
"Hidalgo, Texas",26.108943,-98.24616,31.0
"Hideaway, Texas",32.494654,-95.45651,150.0
"Higgins, Texas",36.120995,-100.027432,777.0
"Highland Haven, Texas",30.607149,-98.39522,262.0
"Highland Park, Texas",32.831056,-96.801235,161.0
"Highland Village, Texas",33.089749,-97.061504,167.0
"Highlands, Texas",29.812869,-95.057826,12.0
"Hill Country Village, Texas",29.581999,-98.485663,298.0
"Hillcrest Village, Texas",29.392079,-95.2226,14.0
"Hillsboro, Texas",32.007831,-97.115652,194.0
"Hillside Acres, Texas",27.676165,-99.177706,170.0
"Hilltop, Texas",28.693843,-99.176148,158.0
"Hilltop, Texas",26.403982,-98.920659,68.0
"Hilltop Lakes, Texas",31.063558,-96.190463,118.0
"Hilshire Village, Texas",29.790851,-95.488501,26.0
"Hitchcock, Texas",29.28262,-95.007631,0.0
"Holiday Beach, Texas",28.167125,-97.008001,0.0
"Holiday Lakes, Texas",29.207176,-95.515335,15.0
"Holland, Texas",30.88826,-97.401361,170.0
"Holliday, Texas",33.814294,-98.689589,322.0
"Holly Lake Ranch, Texas",32.713177,-95.199372,130.0
"Hollywood Park, Texas",29.599214,-98.485542,295.0
"Homestead Meadows North, Texas",31.848326,-106.170686,1241.0
"Homestead Meadows South, Texas",31.811024,-106.164259,1240.0
"Hondo, Texas",29.354242,-99.161846,277.0
"Honey Grove, Texas",33.588095,-95.908622,201.0
"Hooks, Texas",33.470695,-94.286542,118.0
"Horizon City, Texas",31.679648,-106.191055,1227.0
"Hornsby Bend, Texas",30.239894,-97.590177,135.0
"Horseshoe Bay, Texas",30.540758,-98.38057,269.0
"Horseshoe Bend, Texas",32.578992,-97.88516,225.0
"Houston, Texas",29.785743,-95.388806,19.0
"Howardwick, Texas",35.034812,-100.907847,838.0
"Howe, Texas",33.507477,-96.615543,250.0
"Hubbard, Texas",31.846821,-96.799998,197.0
"Huckabay, Texas",32.348866,-98.291762,435.0
"Hudson, Texas",31.319158,-94.784737,103.0
"Hudson Bend, Texas",30.414655,-97.927341,238.0
"Hudson Oaks, Texas",32.750963,-97.700414,311.0
"Hughes Springs, Texas",32.99874,-94.63105,119.0
"Hull, Texas",30.147165,-94.642634,23.0
"Humble, Texas",29.988207,-95.264356,32.0
"Hungerford, Texas",29.406704,-96.090529,33.0
"Hunters Creek Village, Texas",29.772691,-95.498079,26.0
"Huntington, Texas",31.280311,-94.576566,99.0
"Huntsville, Texas",30.700542,-95.55489,138.0
"Hurst, Texas",32.836643,-97.180627,178.0
"Hutchins, Texas",32.643392,-96.709833,139.0
"Hutto, Texas",30.541624,-97.544249,201.0
"Huxley, Texas",31.730933,-93.873259,79.0
"Iago, Texas",29.271222,-95.961795,24.0
"Idalou, Texas",33.6624,-101.683697,974.0
"Iglesia Antigua, Texas",26.085008,-97.832034,18.0
"Impact, Texas",32.500177,-99.746526,509.0
"Imperial, Texas",31.266844,-102.694651,729.0
"Indian Hills, Texas",26.211121,-97.919097,27.0
"Indian Lake, Texas",26.087729,-97.503116,12.0
"Indian Springs, Texas",30.687609,-94.746229,116.0
"Indio, Texas",26.548877,-99.095866,100.0
"Industry, Texas",29.967368,-96.497089,92.0
"Inez, Texas",28.876334,-96.790882,23.0
"Ingleside, Texas",27.870608,-97.207906,6.0
"Ingleside on the Bay, Texas",27.829833,-97.221324,6.0
"Ingram, Texas",30.077052,-99.237509,529.0
"Iola, Texas",30.772645,-96.077628,104.0
"Iowa Colony, Texas",29.441093,-95.423754,15.0
"Iowa Park, Texas",33.962773,-98.680872,326.0
"Iraan, Texas",30.912901,-101.900075,679.0
"Iredell, Texas",31.986036,-97.871676,265.0
"Irving, Texas",32.857748,-96.970022,174.0
"Italy, Texas",32.186464,-96.885789,168.0
"Itasca, Texas",32.158674,-97.147947,212.0
"Ivanhoe, Texas",30.679601,-94.414021,63.0
"J.F. Villareal, Texas",26.419911,-98.97883,59.0
"Jacinto City, Texas",29.766377,-95.241218,10.0
"Jacksboro, Texas",33.225763,-98.159169,330.0
"Jacksonville, Texas",31.959514,-95.265705,153.0
"Jamaica Beach, Texas",29.190364,-94.979307,1.0
"Jardin de San Julian, Texas",26.525375,-99.099851,78.0
"Jarrell, Texas",30.810264,-97.615122,273.0
"Jasper, Texas",30.922681,-93.993251,65.0
"Jayton, Texas",33.25018,-100.574868,612.0
"Jefferson, Texas",32.763494,-94.350835,69.0
"Jersey Village, Texas",29.892927,-95.577225,34.0
"Jewett, Texas",31.362606,-96.145544,152.0
"Joaquin, Texas",31.965579,-94.048368,66.0
"Johnson City, Texas",30.272097,-98.407126,386.0
"Jolly, Texas",33.875289,-98.349168,309.0
"Jones Creek, Texas",28.974996,-95.468505,6.0
"Jonestown, Texas",30.481656,-97.931974,233.0
"Josephine, Texas",33.063107,-96.316643,182.0
"Joshua, Texas",32.459091,-97.383816,279.0
"Jourdanton, Texas",28.914045,-98.540806,151.0
"Juarez, Texas",26.200879,-97.729609,13.0
"Junction, Texas",30.490759,-99.773222,522.0
"Justin, Texas",33.081837,-97.314234,206.0
"K-Bar Ranch, Texas",27.992824,-97.926747,58.0
"Karnes City, Texas",28.88541,-97.900505,129.0
"Katy, Texas",29.790915,-95.840711,48.0
"Kaufman, Texas",32.577249,-96.313715,146.0
"Keene, Texas",32.396131,-97.323489,275.0
"Keller, Texas",32.932877,-97.224513,201.0
"Kemah, Texas",29.528647,-95.020043,7.0
"Kemp, Texas",32.437379,-96.226017,109.0
"Kempner, Texas",31.075496,-97.972729,310.0
"Kendleton, Texas",29.443784,-96.006567,30.0
"Kenedy, Texas",28.808801,-97.853732,93.0
"Kenefick, Texas",30.102854,-94.841557,10.0
"Kennard, Texas",31.357503,-95.18537,109.0
"Kennedale, Texas",32.643979,-97.217173,199.0
"Kerens, Texas",32.131157,-96.2257,113.0
"Kermit, Texas",31.853923,-103.092395,871.0
"Kerrville, Texas",30.038317,-99.131069,497.0
"Kilgore, Texas",32.396669,-94.860013,109.0
"Killeen, Texas",31.077669,-97.731952,270.0
"Kingsbury, Texas",29.65001,-97.818585,182.0
"Kingsland, Texas",30.666141,-98.454026,266.0
"Kingsville, Texas",27.509201,-97.861028,20.0
"Kirby, Texas",29.461744,-98.385326,210.0
"Kirbyville, Texas",30.658199,-93.90007,36.0
"Kirvin, Texas",31.767096,-96.330018,141.0
"Knippa, Texas",29.303817,-99.630829,301.0
"Knollwood, Texas",33.689274,-96.618475,252.0
"Knox City, Texas",33.417574,-99.815703,467.0
"Kopperl, Texas",32.069856,-97.499032,174.0
"Kosse, Texas",31.307383,-96.629361,154.0
"Kountze, Texas",30.372545,-94.315661,28.0
"Kress, Texas",34.365819,-101.748428,1058.0
"Krugerville, Texas",33.277547,-96.989786,213.0
"Krum, Texas",33.265033,-97.224939,219.0
"Kurten, Texas",30.790042,-96.276128,103.0
"Kyle, Texas",29.994118,-97.883322,235.0
"La Blanca, Texas",26.304793,-98.028601,21.0
"La Carla, Texas",26.435385,-98.740592,105.0
"La Casita, Texas",26.337059,-98.733968,47.0
"La Chuparosa, Texas",26.403708,-98.926801,66.0
"La Coma, Texas",27.499068,-99.303516,177.0
"La Coma Heights, Texas",26.439307,-98.074724,20.0
"La Escondida, Texas",26.38065,-98.873728,55.0
"La Esperanza, Texas",26.431314,-98.892272,88.0
"La Feria, Texas",26.155307,-97.825027,19.0
"La Feria North, Texas",26.178865,-97.822195,17.0
"La Grange, Texas",29.912609,-96.876296,97.0
"La Grulla, Texas",26.271272,-98.648631,44.0
"La Homa, Texas",26.279645,-98.357457,56.0
"La Joya, Texas",26.25786,-98.47642,52.0
"La Loma de Falcon, Texas",26.536833,-99.095959,88.0
"La Marque, Texas",29.369797,-94.99419,5.0
"La Minita, Texas",26.502256,-99.073505,78.0
"La Moca Ranch, Texas",27.903209,-99.510497,219.0
"La Paloma, Texas",26.051962,-97.655253,14.0
"La Paloma Addition, Texas",28.017002,-97.500943,17.0
"La Paloma Ranchettes, Texas",26.314792,-98.623017,63.0
"La Paloma-Lost Creek, Texas",27.71954,-97.739204,20.0
"La Porte, Texas",29.667413,-95.049139,7.0
"La Presa, Texas",27.399507,-99.432496,158.0
"La Pryor, Texas",28.949057,-99.847918,231.0
"La Puerta, Texas",26.346828,-98.750552,52.0
"La Rosita, Texas",26.401682,-98.9321,58.0
"La Tina Ranch, Texas",26.200739,-97.481023,6.0
"La Vernia, Texas",29.353106,-98.125777,152.0
"La Victoria, Texas",26.347791,-98.629488,81.0
"La Villa, Texas",26.296308,-97.926912,19.0
"La Ward, Texas",28.846442,-96.464876,14.0
"LaCoste, Texas",29.309977,-98.8111,220.0
"Lackland AFB, Texas",29.38663,-98.617887,231.0
"Lacy-Lakeview, Texas",31.631213,-97.105078,148.0
"Ladonia, Texas",33.428376,-95.948222,199.0
"Lago, Texas",26.087561,-97.612745,13.0
"Lago Vista, Texas",26.564322,-99.107767,91.0
"Lago Vista, Texas",30.452623,-97.991019,266.0
"Laguna Heights, Texas",26.080819,-97.259307,4.0
"Laguna Park, Texas",31.864263,-97.383351,179.0
"Laguna Seca, Texas",26.279303,-97.926182,17.0
"Laguna Vista, Texas",26.105907,-97.296336,4.0
"Lake Bridgeport, Texas",33.207279,-97.830988,272.0
"Lake Brownwood, Texas",31.816907,-99.105918,448.0
"Lake Bryan, Texas",30.714261,-96.469319,113.0
"Lake Cherokee, Texas",32.360187,-94.650123,115.0
"Lake City, Texas",28.083099,-97.88261,38.0
"Lake Colorado City, Texas",32.346475,-100.937518,635.0
"Lake Dallas, Texas",33.127781,-97.022786,177.0
"Lake Dunlap, Texas",29.665313,-98.08156,195.0
"Lake Jackson, Texas",29.050864,-95.45123,7.0
"Lake Kiowa, Texas",33.570714,-97.013064,216.0
"Lake Medina Shores, Texas",29.637995,-98.991497,347.0
"Lake Meredith Estates, Texas",35.663907,-101.602725,957.0
"Lake Tanglewood, Texas",35.056001,-101.781907,1043.0
"Lake View, Texas",29.45908,-100.953361,348.0
"Lake Worth, Texas",32.812972,-97.430548,218.0
"Lakehills, Texas",29.627062,-98.942618,384.0
"Lakeport, Texas",32.405054,-94.710171,96.0
"Lakeshore Gardens-Hidden Acres, Texas",28.126974,-97.869793,31.0
"Lakeside, Texas",32.820836,-97.479431,210.0
"Lakeside, Texas",28.103079,-97.861124,35.0
"Lakeside City, Texas",33.829213,-98.540275,300.0
"Lakeview, Texas",34.672765,-100.697219,651.0
"Lakeway, Texas",30.354982,-97.986269,256.0
"Lakewood Village, Texas",33.136069,-96.976542,170.0
"Lamar, Texas",28.14034,-96.987818,8.0
"Lamesa, Texas",32.733338,-101.953773,912.0
"Lamkin, Texas",31.824189,-98.261976,321.0
"Lampasas, Texas",31.064037,-98.182783,317.0
"Lancaster, Texas",32.596203,-96.773789,164.0
"Lantana, Texas",33.093446,-97.11904,188.0
"Laredo, Texas",27.560379,-99.489181,147.0
"Laredo Ranchettes, Texas",27.491353,-99.359782,178.0
"Laredo Ranchettes West, Texas",27.490038,-99.370143,166.0
"Las Haciendas, Texas",27.631483,-99.19873,192.0
"Las Lomas, Texas",26.363831,-98.774649,55.0
"Las Lomitas, Texas",27.337838,-98.66289,170.0
"Las Palmas, Texas",26.951633,-99.276013,154.0
"Las Palmas II, Texas",26.201707,-97.737588,14.0
"Las Pilas, Texas",27.681463,-99.183235,178.0
"Las Quintas Fronterizas, Texas",28.690208,-100.468309,228.0
"Lasana, Texas",26.259613,-97.693364,10.0
"Lasara, Texas",26.463789,-97.908713,15.0
"Latexo, Texas",31.391431,-95.47523,124.0
"Laughlin AFB, Texas",29.358463,-100.776883,328.0
"Laureles, Texas",26.119704,-97.48918,6.0
"Lavon, Texas",33.023862,-96.433029,156.0
"Lawn, Texas",32.13657,-99.750099,588.0
"League City, Texas",29.490064,-95.109093,12.0
"Leakey, Texas",29.725365,-99.763068,491.0
"Leander, Texas",30.574273,-97.861741,308.0
"Leary, Texas",33.467033,-94.211269,109.0
"Lefors, Texas",35.439601,-100.803889,864.0
"Lelia Lake, Texas",34.902001,-100.766196,786.0
"Leming, Texas",29.068341,-98.472227,146.0
"Leon Valley, Texas",29.495375,-98.6143,250.0
"Leona, Texas",31.153708,-95.975988,107.0
"Leonard, Texas",33.383176,-96.246466,222.0
"Leroy, Texas",31.732358,-97.021707,153.0
"Levelland, Texas",33.581547,-102.364117,1069.0
"Lewisville, Texas",33.050725,-96.974623,148.0
"Lexington, Texas",30.414295,-97.009944,142.0
"Liberty, Texas",30.038834,-94.788803,12.0
"Liberty City, Texas",32.451796,-94.942976,125.0
"Liberty Hill, Texas",30.663377,-97.905506,310.0
"Lindale, Texas",32.494132,-95.407344,167.0
"Linden, Texas",33.010954,-94.362628,113.0
"Lindsay, Texas",33.642308,-97.219725,241.0
"Lindsay, Texas",31.36886,-103.538441,802.0
"Lingleville, Texas",32.243196,-98.376735,477.0
"Linn, Texas",26.563336,-98.128867,25.0
"Lipan, Texas",32.518651,-98.047055,283.0
"Lipscomb, Texas",36.221491,-100.262107,751.0
"Little Cypress, Texas",30.178084,-93.755286,10.0
"Little Elm, Texas",33.192497,-96.919975,160.0
"Little River-Academy, Texas",30.978753,-97.346981,146.0
"Littlefield, Texas",33.919183,-102.334804,1084.0
"Live Oak, Texas",29.555395,-98.340042,268.0
"Liverpool, Texas",29.301801,-95.274513,6.0
"Livingston, Texas",30.710043,-94.93793,60.0
"Llano, Texas",30.751007,-98.676524,310.0
"Llano Grande, Texas",26.130835,-97.968447,24.0
"Lockett, Texas",34.082573,-99.373821,394.0
"Lockhart, Texas",29.877809,-97.682622,168.0
"Lockney, Texas",34.123054,-101.442472,1001.0
"Log Cabin, Texas",32.223486,-96.022352,124.0
"Lolita, Texas",28.832483,-96.538783,11.0
"Loma Grande, Texas",28.722077,-99.832709,179.0
"Loma Linda, Texas",28.007011,-97.499402,17.0
"Loma Linda East, Texas",27.766337,-98.194226,88.0
"Loma Linda East, Texas",26.32813,-98.689413,58.0
"Loma Linda West, Texas",26.420471,-98.930372,80.0
"Loma Vista, Texas",26.416872,-98.981412,59.0
"Lometa, Texas",31.216622,-98.392426,454.0
"Lone Oak, Texas",32.996103,-95.940658,171.0
"Lone Star, Texas",32.93997,-94.709073,102.0
"Longoria, Texas",26.30238,-98.642489,66.0
"Longview, Texas",32.520234,-94.761114,91.0
"Loop, Texas",32.914189,-102.414709,994.0
"Lopezville, Texas",26.245241,-98.153746,31.0
"Lopeño, Texas",26.711834,-99.100966,109.0
"Loraine, Texas",32.408651,-100.712515,694.0
"Lorena, Texas",31.383111,-97.210204,186.0
"Lorenzo, Texas",33.67034,-101.536078,967.0
"Los Altos, Texas",27.490491,-99.385823,168.0
"Los Alvarez, Texas",26.385936,-98.899036,56.0
"Los Angeles, Texas",26.494764,-97.786319,9.0
"Los Arcos, Texas",27.614419,-99.210488,185.0
"Los Arrieros, Texas",26.515769,-99.08452,93.0
"Los Barreras, Texas",26.391164,-98.918353,56.0
"Los Centenarios, Texas",27.61226,-99.212988,189.0
"Los Corralitos, Texas",27.641193,-99.557476,151.0
"Los Ebanos, Texas",26.239671,-98.552191,39.0
"Los Ebanos, Texas",26.411313,-98.918581,74.0
"Los Fresnos, Texas",26.074062,-97.488017,7.0
"Los Fresnos, Texas",27.616942,-99.207979,187.0
"Los Huisaches, Texas",27.907028,-99.475803,232.0
"Los Indios, Texas",26.049927,-97.734811,16.0
"Los Lobos, Texas",26.606536,-99.161264,95.0
"Los Minerales, Texas",27.655494,-99.61788,134.0
"Los Nopalitos, Texas",27.619521,-99.205609,184.0
"Los Veteranos I, Texas",27.633353,-99.218551,175.0
"Los Veteranos II, Texas",27.771135,-99.443309,204.0
"Los Ybanez, Texas",32.719195,-101.917507,906.0
"Lost Creek, Texas",30.302237,-97.849781,228.0
"Lott, Texas",31.206257,-97.033576,165.0
"Louise, Texas",29.113136,-96.412397,25.0
"Lovelady, Texas",31.128172,-95.445877,88.0
"Loving, Texas",33.257815,-98.521927,390.0
"Lowry Crossing, Texas",33.169279,-96.544985,166.0
"Lozano, Texas",26.18959,-97.54373,8.0
"Lubbock, Texas",33.561901,-101.888883,988.0
"Lucas, Texas",33.101031,-96.581182,177.0
"Lueders, Texas",32.800432,-99.623217,478.0
"Lufkin, Texas",31.322904,-94.729026,90.0
"Luling, Texas",29.681747,-97.646696,126.0
"Lumberton, Texas",30.254992,-94.207963,17.0
"Lyford, Texas",26.414597,-97.789266,11.0
"Lyons, Texas",30.40879,-96.539232,71.0
"Lytle, Texas",29.234619,-98.793675,218.0
"Mabank, Texas",32.371862,-96.109504,122.0
"Macdona, Texas",29.320775,-98.699717,194.0
"Madisonville, Texas",30.954018,-95.909285,83.0
"Magnolia, Texas",30.213032,-95.7426,85.0
"Magnolia Beach, Texas",28.560461,-96.549585,2.0
"Malakoff, Texas",32.173308,-96.021029,108.0
"Malone, Texas",31.91726,-96.894658,148.0
"Manchaca, Texas",30.135234,-97.836436,213.0
"Manor, Texas",30.354228,-97.558259,164.0
"Mansfield, Texas",32.569188,-97.120532,182.0
"Manuel Garcia, Texas",26.333654,-98.701643,49.0
"Manuel Garcia II, Texas",26.312646,-98.691281,46.0
"Manvel, Texas",29.485422,-95.362322,16.0
"Marathon, Texas",30.220864,-103.236601,1260.0
"Marble Falls, Texas",30.560168,-98.277286,255.0
"Marfa, Texas",30.310679,-104.025452,1434.0
"Marietta, Texas",33.173548,-94.542531,109.0
"Marion, Texas",29.572568,-98.142941,199.0
"Markham, Texas",28.962548,-96.063953,19.0
"Marlin, Texas",31.308039,-96.89318,122.0
"Marquez, Texas",31.236134,-96.257428,127.0
"Marshall, Texas",32.539159,-94.353173,103.0
"Mart, Texas",31.541472,-96.830553,163.0
"Martindale, Texas",29.844954,-97.838296,160.0
"Martinez, Texas",26.422156,-98.75291,91.0
"Mason, Texas",30.747713,-99.228603,468.0
"Matador, Texas",34.015084,-100.821094,718.0
"Matagorda, Texas",28.696451,-95.966602,3.0
"Mathis, Texas",28.090918,-97.817048,45.0
"Maud, Texas",33.329892,-94.346145,94.0
"Mauriceville, Texas",30.231045,-93.871478,20.0
"May, Texas",31.97976,-98.9247,505.0
"Maypearl, Texas",32.311247,-97.006663,159.0
"McAllen, Texas",26.224966,-98.246083,38.0
"McCamey, Texas",31.132464,-102.22004,749.0
"McCaulley, Texas",32.779341,-100.206747,575.0
"McDade, Texas",30.278932,-97.252375,154.0
"McGregor, Texas",31.419669,-97.426341,230.0
"McKinney, Texas",33.201125,-96.664161,180.0
"McKinney Acres, Texas",32.296334,-102.52978,966.0
"McLean, Texas",35.232339,-100.600107,873.0
"McLendon-Chisholm, Texas",32.847107,-96.391219,156.0
"McLeod, Texas",32.945512,-94.077662,98.0
"McQueeney, Texas",29.600453,-98.047576,170.0
"Meadow, Texas",33.337725,-102.205857,1017.0
"Meadowlakes, Texas",30.564223,-98.295075,248.0
"Meadows Place, Texas",29.650922,-95.586909,28.0
"Medina, Texas",26.935079,-99.264419,140.0
"Megargel, Texas",33.453389,-98.929413,385.0
"Melissa, Texas",33.288521,-96.557632,202.0
"Melvin, Texas",31.199216,-99.581316,558.0
"Memphis, Texas",34.726734,-100.541655,632.0
"Menard, Texas",30.918441,-99.783678,572.0
"Mentone, Texas",31.707438,-103.598875,819.0
"Mercedes, Texas",26.153818,-97.912907,22.0
"Meridian, Texas",31.9266,-97.649091,234.0
"Merkel, Texas",32.469731,-100.011096,571.0
"Mertens, Texas",32.059022,-96.894167,162.0
"Mertzon, Texas",31.261982,-100.820808,674.0
"Mesquite, Texas",32.75955,-96.584164,154.0
"Mesquite, Texas",26.402434,-98.980938,57.0
"Mexia, Texas",31.680693,-96.483203,165.0
